Service name,Service type,Sub-type,Address line 1,Address line 2,Town,Postcode,Local authority,Phone,Email,Registered places,Operator (Provider),Operator's total sites,Company number,CIW approved services (provider),Responsible individual,Registered manager,Operating language,Provider registered,CIW service URN,Latitude,Longitude
Maesglas Community Support Unit,Care Home Service,Adults Without Nursing,Maesglas Road,Gendros,Swansea,SA5 8BH,Swansea,01792586173,angela.coleman@swansea.gov.uk,10,City and County of Swansea Adults and Children's Services,8,,9,Jacqueline Whiteman,,English,2018-08-09,SIN-00009597-XSHG,51.639875,-3.960693
Ocean Living Residential Care Home,Care Home Service,Adults Without Nursing,Ocean Living,734 Mumbles Road Mumbles,Swansea,SA3 4EL,Swansea,01792367766,teri.hawthorncourt@mychoicehealthcare.co.uk,15,Hawthorn Court Care Ltd,2,04328035,2,Bethan Evans,,English,2018-11-20,SIN-00009502-QWDH,51.57135,-3.987513
Pen y Bryn Care Home,Care Home Service,Adults With Nursing,Pen-y-bryn Care Home,26 Sketty Park Road,Swansea,SA2 9AS,Swansea,01792207194,carecentres@yahoo.com,38,Care Centres Wales Ltd,1,03552482,1,Shanavas Rahim,,English,2018-09-19,SIN-00009587-HMXC,51.616991,-3.990518
Penrhiw Lodge,Care Home Service,Adults Without Nursing,14 Penrhiw Road,Morriston,Swansea,SA6 6BS,Swansea,02920 001804,info@meithrinsocialcare.co.uk,2,MEITHRIN SOCIAL CARE LIMITED,1,15704348,1,Davis Antoine,,English,2025-06-05,SIN-00015437-DVMJ,51.671081,-3.939479
People Support Limited,Domiciliary Support Service,,Unit 7,Llys Caer Felin,Swansea,SA5 4HH,Swansea,07446325981,grant.griffiths@peoplesupportuk.net,0,People Support Ltd,3,13052271,2,Gregory Harries-Griffiths,,English,2021-05-21,SIN-00013473-HKYK,51.643019,-3.991918
QualiCare Home Care Ltd,Domiciliary Support Service,,Suite C,Grove House,Swansea,SA1 5DF,Swansea,01792 677068,info@QualiCareUK.co.uk,0,Qualicare Home Care Ltd,1,15104784,1,Phoebe Gadsden,,English,2024-04-10,SIN-00014511-FGCT,51.622623,-3.944765
Reable Ltd,Domiciliary Support Service,,Forge Fach Community Resource Centre,Hebron Road,Swansea,SA6 5EJ,Swansea,01792846304,anthony.davies@reable.wales,0,Reable Ltd,1,05905087,1,Aimie Scott,,English,2019-03-01,SIN-00010325-LGKX,51.694038,-3.898802
Redwood Care Solutions Limited,Domiciliary Support Service,,27 Croft Street,,Swansea,SA1 1QE,Swansea,07378245954,SUPPORT@REDWOODCARESOLUTIONS.CO.UK,0,REDWOOD CARE SOLUTIONS LIMITED,3,14625534,1,Kola Arise-Dayo,,,2024-01-12,SIN-00014195-GCJS,51.62884,-3.942907
Redwood Care Solutions Limited,Domiciliary Support Service,,27 Croft Street,,Swansea,SA1 1QE,Swansea,07378245954,Kola.arise@redwoodcaresolutions.co.uk,0,REDWOOD CARE SOLUTIONS LIMITED,3,14625534,3,Kola Arise-Dayo,,,2024-01-12,SIN-00016003-CKTP,51.62884,-3.942907
Riverside House,Care Home Service,Adults Without Nursing,357 Clydach Road,Morriston,Swansea,SA6 6QJ,Swansea,07718823747,info@horizonsupportservices.co.uk,3,Horizon Support Services Ltd,1,07071933,1,,,English,2019-01-25,SIN-00009955-BNTX,51.675161,-3.917163
Sketty House Care Home,Care Home Service,Adults Without Nursing,St. Camillus Care Homes,244 Gower Road Sketty,Swansea,SA2 9JL,Swansea,01792290565,info@skettyhousecarehome.co.uk,35,St Camillus Limited,1,01877470,1,Neil  Reid-Chesworth,,English,2019-01-21,SIN-00010490-CCCV,51.619943,-3.999387
Spring Lilly Care,Domiciliary Support Service,,"Unit 2, Prospect Park",Queensway,Swansea,SA5 4ED,Swansea,01792439408,accounts@springlillycare.co.uk,0,Spring Lilly Care Ltd,1,14109837,1,Lillian Mkuhlani,,,2022-10-31,SIN-00013290-DWGY,51.640205,-3.985522
Swansea Bay Home Care Services,Domiciliary Support Service,,Cambrian Complex,Ystrad Road,Swansea,SA5 4HJ,Swansea,01792274003,david.williams@swanseabay.care,0,Swansea Bay Home Care Services Ltd,1,09646276,1,David Williams,,English,2018-12-20,SIN-00009975-HNXK,51.648183,-3.996524
Swn-y-Gan,Care Home Service,Adults With Nursing,Swn Y Gan Nursing Home,Banc Bach Penclawdd,Swansea,SA4 3FN,Swansea,01792850123,kirsty@swn-y-gan.com,28,SWN-Y-GAN LTD,1,11510927,1,Karen Wells,,English,2019-04-04,SIN-00010828-BBSY,51.641302,-4.109262
The Beeches,Care Home Service,Adults Without Nursing,The Beeches,Western Road,Swansea,SA6 5DY,Swansea,01792 844132,lee.bates@carewithoutcompromise.org.uk,10,Care Without Compromise Limited,6,06511464,1,Lee Bates,,,2018-12-31,SIN-00015353-FMWV,51.692546,-3.903732
Top Priority Healthcare,Domiciliary Support Service,,Top Priority Healthcare,Princess House,Swansea,SA1 3LW,Swansea,03333392878,info@toppriorityhealthcare.co.uk,0,Top Priority Solutions Limited,3,14106896,2,Imelda Komba,,,2023-07-21,SIN-00014385-DPGY,51.618697,-3.941289
Top Priority Healthcare,Domiciliary Support Service,,"Princess House, Princess Way",,Swansea,SA1 3LW,Swansea,03333392878,info@toppriorityhealthcare.co.uk,0,Top Priority Solutions Limited,3,14106896,1,Imelda Komba,,,2023-07-21,SIN-00013821-DXBP,51.618697,-3.941289
Top Priority Healthcare,Domiciliary Support Service,,Regus Business Centres,Princess House,Swansea,SA1 3LW,Swansea,03333392878,info@toppriorityhealthcare.co.uk,0,Top Priority Solutions Limited,3,14106896,3,Imelda Komba,,English,2023-07-21,SIN-00015467-GLCQ,51.618697,-3.941289
Ty Cila,Care Home Service,Adults Without Nursing,Ty-cila,Wimmerfield Avenue Killay,Swansea,SA2 7DA,Swansea,01792516360,tracy.rees@swansea.gov.uk,12,City and County of Swansea Adults and Children's Services,8,,4,Jacqueline Whiteman,,English,2018-08-09,SIN-00009589-PVWD,51.618804,-4.019705
Ty Dol,Care Home Service,Adults Without Nursing,Ty Dol,Brighton Road,Gorseinon,SA4 4BN,Swansea,08000461452,simon.dumagnee@achievetogether.co.uk,12,Achieve together Ltd,17,03153442,11,rachael Hawkins,,English,2019-01-17,SIN-00013066-KGWF,51.671093,-4.039575
Ty Fach,Care Home Service,Adults Without Nursing,1 Heol Fach,Llangyfelach,Swansea,SA5 7JH,Swansea,01269613281,info@tygofal.co.uk,2,Ty Gofal LTD,3,11059170,1,Mark Davies,,English,2018-07-11,SIN-00012279-XCYY,51.674075,-3.955793
Ty Maes Rhos,Care Home Service,Adults Without Nursing,Ty Maes Rhos A Heathfield,91 Heathfield,S,SA1 6EL,Swansea,01792680195,manager.tymaesrhos@accomplish-group.co.uk,9,Accomplish group ltd,45,02147328,3,Cerys Jones,,English,2018-07-25,SIN-00016037-YLSH,51.621763,-3.952154
Walsingham Support Domiciliary Care - Gwent,Domiciliary Support Service,,Suite 1&3 Alamein Road,Morfa Industrial Estate,Landore Swansea,SA1 2HY,Swansea,01792 312980,Quality@walsingham.com,0,Walsingham Support,5,02016251,1,Thomas Sharples,,English,2019-10-16,SIN-00015422-SVBJ,51.639872,-3.93212
Walsingham Support Domiciliary Care - West Wales,Domiciliary Support Service,,"Suite 3, Unit 18,",Alamein Road,Swansea,SA1 2HY,Swansea,01792 312980,Quality@walsingham.cpm,0,Walsingham Support,5,02016251,4,Thomas Sharples,,English,2019-10-16,SIN-00015455-RJKM,51.639872,-3.93212
Woodlands,Care Home Service,Adults Without Nursing,The Woodlands,Cadle Mill,Swansea,SA5 4PA,Swansea,01792588122,woodlands@astoncarehomes.co.uk,9,Aston Care Ltd,3,05742729,1,Martin Clayton,,,2018-11-06,SIN-00009406-VBWC,51.656583,-3.991168
A1 Care Services trading as Ty Ceirios Nursing Home,Care Home Service,Adults With Nursing,A1 Care Services Ltd,Ty Ceiros Nursing Home,Pontypool,NP4 6TJ,Torfaen,01495 752358,info@tyceiros.com,44,A1 Care Services Ltd,1,04120909,1,Elizabeth Healey,,English,2019-03-29,SIN-00010956-CKXL,51.714155,-3.062444
Abicare Services Limited,Domiciliary Support Service,,Abicare Services Ltd,Unit 1a Torfaen Business Centre,Pontypool,NP4 0LS,Torfaen,01495763069,wales@abicare.co.uk,0,Abicare Services Limited,3,05597217,1,,,,2019-06-06,SIN-00014362-XRXT,51.690471,-3.018922
Brynheulog Bungalow,Care Home Service,Adults Without Nursing,Brynheulog,Wesley Close,Cwmbran,NP44 3ND,Torfaen,01633483822,brynheulogenable@btinternet.com,3,Enable Care Services (South Wales) Ltd,3,04376294,2,Alison Cooling,,English,2018-07-31,SIN-00008935-CTVR,51.646972,-3.027934
Calon Fawr Care and Support Services Ltd,Domiciliary Support Service,,Calon Fawr Care & Support Services,95 Broad Street Blaenavon,Pontypool,NP4 9ND,Torfaen,07478428140,Calonfawrcare@gmail.com,0,Calon Fawr Care and Support Services Limited,1,13988887,1,Sarah Harvey,,English,2023-02-22,SIN-00013513-GLXH,51.772421,-3.085089
Calon Lan Support Limited,Domiciliary Support Service,,L4 Rowan Suite,Mamhilad House,Pontypool,NP4 0HZ,Torfaen,07753409097,nicola@calonlansupport.co.uk,0,Calon Lan Support Limited,1,13785519,1,Nicola Sullivan,,English,2022-05-20,SIN-00013005-SXBF,51.717929,-3.002443
Eleanor Nursing and Social Care Ltd - Torfaen Office,Domiciliary Support Service,,Office 17,Imperial House,Pontypool,NP4 0TL,Torfaen,02920027325,torfaen.office@eleanorcare.co.uk,0,Eleanor Nursing & Social Care Ltd,2,04393038,2,David Mason,,English,2020-02-18,SIN-00014569-VPTK,51.689286,-3.018621
For Your Care Services Ltd,Domiciliary Support Service,,Imperial House,New Road,Pontypool,NP4 0TL,Torfaen,02922677087,leyla@foryourcareservicesltd.co.uk,0,For Your Care Services Ltd,1,10659093,1,Leyla Jones,,English,2019-05-31,SIN-00010997-SXQQ,51.689286,-3.018621
Leadon Court Nursing Home,Care Home Service,Adults With Nursing,Leadon Court Nursing Home,Leadon Court,Cwmbran,NP44 5TZ,Torfaen,01633877492,leadoncourt@summerhillgroup.co.uk,34,Clearwater Care (Leadon Court) Limited,1,05084368,1,David Baines,,English,2018-12-31,SIN-00009709-KXTG,51.656907,-3.050306
Llantarnam Lodge,Care Home Service,Adults With Nursing,Llantarnam Lodge Care Home,Pentre Lane,Cwmbran,NP44 3AP,Torfaen,01633484337,care@llantarnamlodge.co.uk,30,Llantarnam Care Limited,1,07753817,1,Rita Patel,,English,2019-04-15,SIN-00009509-XLVB,51.625619,-3.012224
Mayflower Care Home,Care Home Service,Adults Without Nursing,Mayflower Residential Home,Pentre Lane,Cwmbran,NP44 3AP,Torfaen,01633483537,mayflower@newportcarehomes.com,22,The fields nursing home ltd,2,02102874,2,Maxine Pell,,English,2018-08-08,SIN-00009193-NJXG,51.625619,-3.012224
Radis Community Care (Powys Region),Domiciliary Support Service,,Radis Community Care,Raglan House 6-8,Cwmbran,NP44 3AB,Torfaen,03301008199,livein@radis.co.uk,0,GP Homecare Limited,5,03587165,2,Paula Hoggarth,,English,2019-06-12,SIN-00014893-TRYM,51.631579,-3.009251
Regency House Residential Home,Care Home Service,Adults Without Nursing,Regency House Residential Home,Parkes Lane Tranch,Pontypool,NP4 6BA,Torfaen,01495763597,enquiries@regencyhousecarehome.com,52,Regency House Residential Home Ltd,1,04395431,1,Cerion Thomas,,English,2019-01-25,SIN-00008710-MFGJ,51.699919,-3.05379
Rowan House Care Home,Care Home Service,Adults With Nursing,Commercial Street,Griffithstown,Pontypool,NP4 5JE,Torfaen,01495756861,rowan@summerhillgroup.co.uk,38,FC Summerhill NH LTD,1,05044268,1,Mark Peniuk,,English,2018-12-28,SIN-00010576-RLSD,51.686871,-3.024468
The Firs,Care Home Service,Adults Without Nursing,The Firs,Newport Road,Cwmbran,NP44 3EU,Torfaen,01633877556,thefirsenable@btinternet.com,6,Enable Care Services (South Wales) Ltd,3,04376294,1,Alison Cooling,,English,2018-07-31,SIN-00008934-FYJT,51.635803,-3.00212
Thistle Court Nursing Home,Care Home Service,Adults With Nursing,Thistle Court Nursing Home,Thistle Court Ty Canol,Cwmbran,NP44 6JD,Torfaen,01633 877572,info@thistlecourtcarehome.com,37,Thistle Court Ops Ltd.,1,12138325,1,Tracey Greenwood,,English,2019-10-28,SIN-00011390-TLDX,51.644954,-3.058759
90 Windsor Road,Care Home Service,Adults Without Nursing,90 Windsor Road,,Penarth,CF64 1JL,Vale of Glamorgan,02920394410,Sue.LACEY@iriscaregroup.co.uk,4,Ocean Community Services Limited,17,05412018,3,Naima Khalid,,English,2018-08-07,SIN-00013482-PKJM,51.440003,-3.179217
All Saints DC ltd,Domiciliary Support Service,,15 Bradenham Place,,Penarth,CF64 2AG,Vale of Glamorgan,02920514414,maxine.oguz@allsaintsdc.co.uk,0,All Saints DC ltd,1,11416759,1,Maxine Oguz,,English,2018-11-23,SIN-00009437-JTHT,51.438428,-3.174875
Bay View Lodge,Care Home Service,Adults Without Nursing,Bay View Lodge,26 Porthkerry Road,Barry,CF62 3HD,Vale of Glamorgan,02921 684791,manager.bayviewlodge@accomplish-group.co.uk,7,Accomplish group ltd,45,02147328,6,Lisa Bourne,,English,2018-07-25,SIN-00014573-VQDH,51.390755,-3.341972
Bluebell House,Care Home Service,Adults Without Nursing,228 Barry Road,,Barry,CF62 9BH,Vale of Glamorgan,01446742281,sian@ahcare.co.uk,3,Amethyst Healthcare Ltd,5,06132655,5,Helen Randall,,English,2019-04-09,SIN-00008925-WHYV,51.411242,-3.270805
Cartref Porthceri,Care Home Service,Adults Without Nursing,Cartref Porthceri,91 Salisbury Road,Barry,CF62 6PU,Vale of Glamorgan,01446739438,cartrefporthceri@valeofglamorgan.gov.uk,30,Vale of Glamorgan Council Adults and Children's Services,6,,2,Marijke Jenkins,,English,2018-11-15,SIN-00009145-GPCK,51.401611,-3.290522
Celynbrook Care Home,Care Home Service,Adults Without Nursing,21 Ash Grove,,Barry,CF63 1LS,Vale of Glamorgan,01446738999,valebrookcarehomes@hotmail.com,5,Valebrook Care Homes Ltd,4,05556806,4,Ashley Moore,,English,2018-08-16,SIN-00009025-QTJX,51.417486,-3.249537
Cherish Cymru,Domiciliary Support Service,,Cherish Cymru,2 Eastgate,Cowbridge,CF71 7DG,Vale of Glamorgan,01446772904,cherishcymru@hotmail.co.uk,0,Cherish Cymru LTD,1,05536507,1,Robin Kiff,,English,2019-03-22,SIN-00010618-VSXG,51.459767,-3.442916
Coyle Homecare - Cardiff and Vale,Domiciliary Support Service,,Coyle Personnel Plc,Ground Floor St Hilary Court,Cardiff,CF5 6ES,Vale of Glamorgan,02045349794,bookings@coylehomecare.co.uk,0,Coyle Personnel Limited,2,02281209,2,Christopher Coyle,,English,2025-05-14,SIN-00014906-JTCL,51.463132,-3.271095
Coyle Homecare - Gwent,Domiciliary Support Service,,Coyle Personnel Plc,St. Hilary Court,Cardiff,CF5 6ES,Vale of Glamorgan,02045349794,bookings@coylehomecare.co.uk,0,Coyle Personnel Limited,2,02281209,1,Christopher Coyle,,English,2025-05-14,SIN-00014904-MYQT,51.463132,-3.271095
Dan-y-Bryn Care Home,Care Home Service,Adults Without Nursing,2 Collard Crescent,,Barry,CF62 9AN,Vale of Glamorgan,01446406204,n777kyf@icloud.com,4,Vale Phoenix Ltd,1,04598419,1,Nicola THOMAS,,English,2019-05-20,SIN-00010572-VJRF,51.415136,-3.26995
Garnllwyd Barns,Care Home Service,Adults Without Nursing,Garnllwyd,,Barry,CF62 3AT,Vale of Glamorgan,01550760428,huwsparkes@elidyrct.ac.uk,5,Elidyr Communities Trust,3,01215997,1,Huw Sparkes,,English,2019-05-10,SIN-00014338-CNCR,51.432308,-3.359892
GJ Care and Training Ltd,Domiciliary Support Service,,Unit 1b,Palmers Vale Business Centre Palmerston Road,Barry,CF63 2XA,Vale of Glamorgan,01446720124,admin@gjcareandtraining.co.uk,0,GJ Care and Training Ltd,1,06730307,1,,,English,2018-09-03,SIN-00009349-BFVK,51.414022,-3.243863
Graceful Home Care,Domiciliary Support Service,,85a,High Street,Barry,CF62 7DX,Vale of Glamorgan,07854080716,gracefulhomecareltd@gmail.com,0,GRACEFUL HOME CARE LIMITED,1,14828860,1,Rebecca Van Praag,,English,2023-09-28,SIN-00014040-YGVC,51.399745,-3.283612
Hazelhurst Nursing Home,Care Home Service,Adults With Nursing,Sully Road,,Penarth,CF64 2TP,Vale of Glamorgan,02920704808,info@broadwaycare.co.uk,41,HAZELHURST NURSING HOME (PENARTH) LTD,1,07575034,1,Santokh Bamrah,,English,2018-10-23,SIN-00009446-XYQJ,51.437161,-3.197905
iMeUs HealthCare Ltd,Domiciliary Support Service,,The Business Centre,Cardiff House,Barry,CF63 2AW,Vale of Glamorgan,01446731190,info@imeus.co.uk,0,iMeUs HealthCare LTD,2,12479848,2,Keith Hayns,,,2020-06-01,SIN-00013846-NWCK,51.416662,-3.235752
Kingsland House Care Home,Care Home Service,Adults Without Nursing,69 Kingsland Crescent,,Barry,CF63 4JS,Vale of Glamorgan,01446627191,admin@forwardwalesltd.co.uk,5,Forward (Wales) Ltd,1,05520429,1,Marc Evans,,,2018-10-10,SIN-00009563-VPMS,51.405014,-3.265429
Lovine Care Limited,Domiciliary Support Service,,237b,Holton Road,Barry,CF63 4HT,Vale of Glamorgan,01446393123,lovinecare@outlook.com,0,Lovine Care Limited,1,12884119,1,Charlotte Irvine,,English,2020-12-22,SIN-00012239-VLRJ,51.40786,-3.259166
Orchard House Residential Care Home,Care Home Service,Adults Without Nursing,Orchard House Residential Home,3-7,Barry,CF62 8HJ,Vale of Glamorgan,01446720876,natgbsn@yahoo.co.uk,40,Northcote Developments Ltd,1,00830298,1,Hugh Gibson,,English,2018-11-23,SIN-00009678-NRQC,51.408946,-3.282604
Rhosbrook Care Home,Care Home Service,Adults Without Nursing,44 Kenilworth Road,,Barry,CF63 2HB,Vale of Glamorgan,01446722453,valebrookcarehomes@hotmail.com,4,Valebrook Care Homes Ltd,4,05556806,1,Ashley Moore,,English,2018-08-16,SIN-00010326-XCFC,51.412946,-3.255309
Serenbrook Care Home,Care Home Service,Adults Without Nursing,30 Coldbrook Road East,,Barry,CF63 1NG,Vale of Glamorgan,01446721906,valebrookcarehomes@hotmail.com,3,Valebrook Care Homes Ltd,4,05556806,3,Ashley Moore,,English,2018-08-16,SIN-00009024-VVCG,51.418102,-3.247497
Smooth Starts Plus,Domiciliary Support Service,,Amelia Trust Farm,,Barry,CF62 3AS,Vale of Glamorgan,07773 309797,sam@smoothstartsplus.co.uk,0,Smooth Starts Plus Limited,1,08559843,1,Samantha Gately,,English,2018-07-26,SIN-00008771-KNHR,51.432137,-3.340409
Southway Residential Home,Care Home Service,Adults Without Nursing,Southway Residential Home,Town Mill Road,Cowbridge,CF71 7BE,Vale of Glamorgan,01446772265,southwayresidential@valeofglamorgan.gov.uk,30,Vale of Glamorgan Council Adults and Children's Services,6,,1,Marijke Jenkins,,English,2018-11-15,SIN-00009144-WHTP,51.460341,-3.45255
TOFIAT Care,Domiciliary Support Service,,Office 1 Workspace Penarth,Albert Road,Penarth,CF64 1FD,Vale of Glamorgan,02922360319,info@tofiatcare.co.uk,0,TOFIAT CARE LIMITED,1,14945340,1,Helen Adebayo,,English,2024-09-13,SIN-00014276-JHPQ,51.440076,-3.171938
Ty Dewi Sant,Care Home Service,Adults Without Nursing,Ty Dewi Sant Residential Home,Myrtle Close,Penarth,CF64 3NQ,Vale of Glamorgan,02920709331,tydewisant@valeofglamorgan.gov.uk,33,Vale of Glamorgan Council Adults and Children's Services,6,,4,Marijke Jenkins,,English,2018-11-15,SIN-00009147-QPSY,51.43168,-3.192194
Ty Dyfan,Care Home Service,Adults Without Nursing,Ty Dyfan,St. Brides Way,Barry,CF63 1DU,Vale of Glamorgan,01446736086,tydyfan@valeofglamorgan.gov.uk,27,Vale of Glamorgan Council Adults and Children's Services,6,,3,Marijke Jenkins,,English,2018-11-15,SIN-00009146-BDYV,51.417623,-3.265259
Vale Community Resource Service,Domiciliary Support Service,,Cardiff & Vale Nhs Trust,Barry Hospital,Barry,CF62 8YH,Vale of Glamorgan,01446704138,jbennett@valeofglamorgan.gov.uk,0,Vale of Glamorgan Council Adults and Children's Services,6,,5,Jason Bennett,,English,2018-11-15,SIN-00009148-BNKV,51.413829,-3.285027
Valebrook Care Home,Care Home Service,Adults Without Nursing,95 Coldbrook Road East,,Barry,CF63 1NG,Vale of Glamorgan,01446738282,valebrookcarehomes@hotmail.com,3,Valebrook Care Homes Ltd,4,05556806,2,Ashley Moore,,English,2018-08-16,SIN-00009023-FCFW,51.418102,-3.247497
Willowmere Home Care Agency Limited,Domiciliary Support Service,,Willowmere Home Care Agency,29 Tynewydd Road,Barry,CF62 8HB,Vale of Glamorgan,01446679175,info@willowmere-care.com,0,Willowmere Home Care Agency Limited,1,07131214,1,Jayne Haywood,,English,2019-02-08,SIN-00010494-WVTT,51.407139,-3.267629
59 Beechley Road,Care Home Service,Adults Without Nursing,Abbeyfield Society,59 Beechley Road,Wrexham,LL13 7AU,Wrexham,03309121680,enquiries@fairparkcare.com,7,Fairpark Care Limited,2,13144251,2,Ryan Sandick,,English,2023-01-17,SIN-00014217-NVDS,53.039501,-2.98883
Arrow House,Care Home Service,Adults Without Nursing,27 Talbot Road,,Wrexham,LL13 7DY,Wrexham,01978261835,rachael.hawkins@achievetogether.co.uk,3,OA2 ADULTS LIMITED,5,04228353,4,Rachael Hawkins,,English,2024-09-13,SIN-00014988-TSXS,53.040682,-2.994913
Dolywern,Care Home Service,Adults With Nursing,Leonard Cheshire,Dolywern Pontfadog,Llangollen,LL20 7AF,Wrexham,01691437002,hashimniaz@icloud.com,31,Hayes Healthcare Limited,2,09951124,1,Hashim Niaz,,,2019-05-24,SIN-00015042-FPXM,52.926539,-3.159543
Emral House Nursing Home,Care Home Service,Adults With Nursing,Emral House Nursing Home,11 Chester Road,Wrexham,LL11 2SA,Wrexham,01978361442,richard@emralhouse.co.uk,45,Pinefold Limited,1,02056742,1,Richard Nicholas,,English,2018-07-17,SIN-00008681-VDYX,53.05149,-2.991373
Hayes Healthcare Limited (Trading as Conifers Care Home),Care Home Service,Adults Without Nursing,Stryt Las,Ruabon,Wrexham,LL14 6RB,Wrexham,01978447470,saqibhashim@hotmail.com,27,Hayes Healthcare Limited,2,09951124,2,Hashim Niaz,,English,2019-05-24,SIN-00009019-DPKJ,53.003461,-3.047659
Hollybank Care Home Ltd,Care Home Service,Adults Without Nursing,121 Saxon Street,,Wrexham,LL13 7BB,Wrexham,01978350035,sarah.evans@hollybankwrexham.co.uk,21,HOLLYBANK CARE HOME LTD,1,08744773,1,Janet Bailey,,English,2018-09-04,SIN-00009124-QDLP,53.038954,-2.988654
Homecare Direct Ltd,Domiciliary Support Service,,Bedwell House,Bedwell Park,Wrexham,LL13 0TS,Wrexham,03450 619000,kaileigh.shaw@homecaredirect.co.uk,0,Homecare Direct Limited,1,04731807,1,Kaileigh Shaw,,English,2025-12-15,SIN-00015912-WZTF,53.024802,-2.935714
